,card,reports,age,income,share,expenditure,owner,selfemp,dependents,months,majorcards,active
1056,yes,0,27.25,3.264,0.02482904,67.20167,no,no,0,16,1,5
1057,yes,0,24.0,2.1,0.0836781,146.27,yes,no,0,24,1,14
1058,yes,0,23.41667,2.7456,0.002403846,4.5833330000000005,no,no,0,7,1,9
1059,yes,1,55.33333,3.7,0.05220054,160.4517,yes,no,1,300,1,4
1060,yes,0,35.16667,4.815,0.04295223,171.5125,yes,no,2,48,1,18
1061,yes,0,46.33333,3.3569133333333303,0.003491803,8.125,yes,no,0,96,0,4
1062,yes,0,39.41667,3.3569133333333303,0.1922946,384.1725,no,no,1,96,1,7
1063,yes,0,34.91667,3.3569133333333303,0.4258454,1774.356,yes,no,3,36,1,7
1064,yes,0,19.08333,3.3569133333333303,0.1316562,285.255,no,no,0,87,1,2
1065,yes,0,27.58333,3.3569133333333303,0.01495,49.25,yes,yes,3,40,1,13
1066,yes,0,46.25,3.3569133333333303,0.007138088,40.19917,yes,yes,0,48,1,2
1067,yes,0,47.16667,3.3569133333333303,0.01680412,26.5,no,no,0,10,0,13
1068,yes,0,25.41667,3.3569133333333303,0.09007061,183.5608,no,no,0,48,1,6
1069,yes,0,51.33333,3.3569133333333303,0.0121468,45.35417,yes,no,4,126,0,5
1070,yes,0,41.0,3.3569133333333303,0.1168531999999999,664.6025,no,no,2,12,1,0
1071,yes,1,36.33333,3.3569133333333303,0.01171896,37.015,no,no,1,36,1,8
1072,yes,0,32.41667,3.3569133333333303,0.3767844,862.9642,yes,no,2,27,1,9
1073,no,3,41.75,3.3569133333333303,0.000342857,0.0,yes,no,2,38,1,19
1074,no,3,32.75,3.3569133333333303,0.0004,0.0,yes,no,3,32,1,7
1075,yes,0,21.91667,3.3569133333333303,0.07491956,143.4292,yes,no,2,24,1,10
1076,yes,0,29.25,3.3569133333333303,0.08336612,124.6325,no,no,0,51,1,3
1077,yes,0,21.08333,3.3569133333333303,0.3152637,577.9833,no,no,0,143,1,6
1078,yes,0,34.66667,3.3569133333333303,0.06658583,266.3433,yes,no,3,15,1,0
1079,yes,0,27.91667,3.3569133333333303,0.01792304,30.0525,yes,no,2,38,1,4
1080,yes,1,36.5,3.3569133333333303,0.138147,193.3225,yes,no,0,44,1,12
1081,yes,0,24.0,3.3569133333333303,0.05255475,121.6333,no,no,0,3,1,0
1082,yes,0,63.75,3.3569133333333303,0.001833333,8.333333,no,no,0,50,1,14
1083,yes,0,25.83333,3.3569133333333303,0.054492,158.6017,no,no,0,34,0,2
1084,no,4,42.41667,3.3569133333333303,0.000666667,0.0,no,no,2,48,1,10
1085,yes,0,35.0,3.3569133333333303,0.05496077,178.4558,yes,no,2,36,1,7
1086,yes,0,20.66667,3.3569133333333303,0.100224,167.04,no,no,0,14,1,1
1087,yes,2,41.83333,3.3569133333333303,0.09599761,569.5458,yes,no,3,96,1,6
1088,no,2,24.91667,3.3569133333333303,0.000648649,0.0,no,no,0,14,0,3
1089,yes,0,32.08333,3.3569133333333303,0.263585,351.3633,no,no,0,6,1,3
1090,yes,0,34.08333,3.3569133333333303,0.04899547,198.0233,yes,no,2,114,1,12
1091,yes,0,37.16667,3.3569133333333303,0.06534584,153.7517,yes,no,0,240,1,2
1092,no,1,27.08333,3.3569133333333303,0.000444444,0.0,no,no,1,169,0,6
1093,no,0,56.0,3.3569133333333303,0.000827586,0.0,yes,no,0,242,1,4
1094,yes,0,26.75,3.3569133333333303,0.006611111,9.166667,yes,no,0,53,1,9
1095,no,0,33.25,3.3569133333333303,0.000324324,0.0,yes,no,2,72,1,0
1096,yes,0,19.16667,3.3569133333333303,0.2829620999999999,448.0233,no,no,0,192,0,1
1097,yes,0,35.91667,3.3569133333333303,0.2154031,470.2967,yes,no,1,6,0,9
1098,yes,0,25.16667,3.3569133333333303,0.128076,400.0708,yes,no,0,7,1,11
1099,yes,0,45.75,3.3569133333333303,0.03987022,149.0967,yes,no,2,132,1,9
1100,no,4,38.5,3.3569133333333303,0.000324324,0.0,no,no,2,24,1,11
1101,yes,1,42.0,3.3569133333333303,0.103933,332.2392,yes,no,3,14,1,14
1102,no,0,25.83333,3.3569133333333303,0.000754717,0.0,no,no,0,87,1,9
1103,no,2,25.91667,3.3569133333333303,0.00057971,0.0,no,no,0,20,0,7
1104,yes,0,31.08333,3.3569133333333303,0.1696612,721.06,yes,no,3,15,1,9
1105,no,3,40.5,3.3569133333333303,0.000299043,0.0,no,no,1,12,1,17
1106,yes,0,67.16666,3.3569133333333303,0.002148035,7.0833330000000005,no,no,1,36,1,1
1107,yes,0,33.08333,3.3569133333333303,0.05705314,166.2383,no,no,0,26,1,1
1108,yes,0,45.75,3.3569133333333303,0.001525,5.5208330000000005,yes,no,0,144,1,14
1109,yes,1,28.16667,3.3569133333333303,0.0032,5.8333330000000005,no,no,1,24,1,6
1110,yes,0,30.41667,3.3569133333333303,0.06344134,78.885,no,no,1,24,0,5
1111,yes,1,47.0,3.3569133333333303,0.006584255,20.25,yes,no,2,233,1,16
1112,yes,1,42.75,3.3569133333333303,0.03806583,113.9475,yes,no,2,60,1,22
1113,yes,0,44.5,3.3569133333333303,0.2008407,493.7333,no,no,0,180,1,13
1114,yes,0,37.66667,3.3569133333333303,0.1676499,332.7042,yes,yes,0,168,1,13
1115,yes,0,28.0,3.3569133333333303,0.02366667,42.51667,no,no,0,50,0,3
1116,yes,0,31.75,3.3569133333333303,0.09045292,151.0325,no,no,1,4,1,0
1117,yes,0,22.91667,3.3569133333333303,0.09851731,128.0725,yes,no,0,6,0,7
1118,no,4,57.75,3.3569133333333303,0.0006,0.0,yes,yes,0,36,0,44
1119,yes,0,23.0,3.3569133333333303,0.000413793,0.0,no,no,1,12,1,0
1120,yes,0,24.16667,3.3569133333333303,0.07111514,219.2717,yes,no,1,8,1,5
1121,yes,0,37.16667,3.3569133333333303,0.0118375,37.71333,no,no,3,10,1,0
1122,no,1,63.41667,3.3569133333333303,0.000561404,0.0,yes,no,0,240,1,7
1123,no,0,23.0,3.3569133333333303,0.0005,0.0,no,no,0,1,1,0
1124,yes,0,24.33333,3.3569133333333303,0.1813192,362.6383,no,no,0,16,1,0
1125,yes,0,41.08333,2.0,0.0055,8.333333,yes,no,0,9,0,4
1126,no,0,28.16667,1.548,0.000775194,0.0,no,no,3,5,0,1
1127,no,1,52.33333,2.0,0.0006,0.0,yes,no,3,54,1,7
1128,yes,0,28.0,3.1,0.2248926,580.9725,yes,no,0,15,1,5
1129,yes,0,28.75,2.5,0.01238,25.29167,yes,no,0,27,1,16
1130,yes,0,39.08333,5.1,0.04952431,210.2283,yes,no,3,60,0,22
1131,yes,0,32.25,2.0,0.073052,121.3367,yes,no,1,24,1,2
1132,yes,0,33.25,3.6,0.02599111,77.80666,no,no,3,16,1,9
1133,yes,0,25.0,3.3984,0.000353107,0.0,yes,no,2,29,0,4
1134,yes,0,42.41667,4.2,0.02501619,87.30666,yes,no,4,36,1,14
1135,no,3,35.25,1.7,0.000705882,0.0,yes,no,3,135,0,25
1136,no,0,33.08333,1.939,0.000618876,0.0,no,no,1,96,1,5
1137,yes,0,33.83333,2.9,0.1951082999999999,471.345,yes,no,2,147,1,8
1138,yes,0,48.16667,1.7,0.01221235,16.63417,yes,no,0,108,1,18
1139,no,0,26.75,4.9,0.000244898,0.0,no,no,2,6,1,0
1140,yes,0,40.08333,2.2224,0.3980818,737.0808,yes,no,2,10,1,14
1141,yes,0,32.41667,6.1064,0.1070066,544.5208,yes,no,1,67,1,1
1142,no,1,20.91667,2.625,0.000457143,0.0,no,yes,0,20,1,2
1143,no,2,21.5,1.56,0.000769231,0.0,yes,no,0,1,1,12
1144,yes,0,27.83333,2.652,0.07283182,160.875,yes,no,3,24,1,3
1145,yes,0,43.91667,2.8,0.04662429,108.6233,yes,no,0,147,1,1
1146,yes,0,24.25,1.6,0.3755244,500.6158,yes,no,0,48,0,1
1147,yes,0,29.08333,5.0,0.1619782,674.9092,yes,no,4,3,1,0
1148,yes,1,27.75,2.04,0.2145995,364.8192,no,no,0,24,1,10
1149,yes,0,47.58333,5.04,0.05146786,216.165,no,no,3,47,1,9
1150,no,0,19.83333,1.92,0.000625,0.0,no,no,0,6,0,4
1151,no,0,42.0,3.4,0.000352941,0.0,yes,no,3,5,1,9
1152,yes,0,42.75,3.2,0.1080344,287.7583,yes,no,0,68,1,9
1153,yes,0,44.58333,3.1,0.1251213,323.0633,yes,no,0,75,1,5
1154,yes,0,35.83333,1.8829,0.1364475,214.0975,no,no,1,3,1,12
1155,yes,0,21.83333,2.4,0.08191958,163.8392,no,no,0,105,0,1
1156,yes,0,25.91667,3.0,0.061896,154.74,yes,no,0,40,1,16
1157,no,0,40.91667,1.84,0.000652174,0.0,no,yes,2,18,1,0
1158,yes,0,35.83333,2.5,0.0791488,164.81,yes,no,1,42,0,11
1159,yes,0,31.0,5.112,0.02974648,126.3867,yes,no,2,16,1,19
1160,yes,0,51.66667,2.5,0.0193976,39.91167,yes,no,0,138,0,3
1161,yes,0,34.0,5.4,0.07138018,321.2108,yes,no,3,24,1,4
1162,no,2,30.58333,2.5,0.00048,0.0,no,no,0,12,1,18
1163,yes,0,33.33333,2.1,0.1308376,228.9658,no,no,0,6,0,0
1164,yes,1,32.75,6.0,0.08980783,449.0392,no,no,0,6,0,17
1165,yes,0,26.08333,1.56,0.06123782,79.60916999999999,no,no,2,13,1,13
1166,yes,0,31.91667,4.07,0.06885749,233.0417,no,no,0,12,1,14
1167,yes,1,20.58333,2.7,0.118307,266.1908,no,no,0,147,1,22
1168,yes,0,23.41667,2.04,0.1200515,204.0875,yes,no,0,7,1,12
1169,yes,0,60.25,2.8,0.04372321,101.8542,yes,no,3,232,1,7
1170,yes,0,24.83333,6.2,0.1706156,881.2642,no,no,0,12,1,7
1171,yes,0,30.16667,2.19,0.4874438,889.585,no,no,0,6,1,0
1172,yes,0,29.33333,3.2,0.05367281,142.8775,no,no,0,36,0,6
1173,yes,0,48.16667,2.3,0.2265,434.125,yes,no,0,72,0,2
1174,yes,0,25.25,1.76,0.1375511,201.6583,no,no,0,28,1,12
1175,no,0,69.75,1.8,0.000666667,0.0,yes,no,0,528,0,5
1176,yes,0,53.25,3.96,0.002424242,7.0833330000000005,yes,no,1,180,0,5
1177,yes,0,54.08333,2.5,0.009122,18.25417,yes,no,1,102,0,13
1178,yes,0,32.0,2.28,0.06735965,127.9833,yes,no,0,48,0,15
1179,yes,0,33.75,2.5,0.0775176,161.1617,yes,no,1,30,1,6
1180,yes,0,23.16667,2.6,0.8245508,1786.277,no,no,0,4,1,0
1181,yes,0,24.75,2.2,0.1550486,284.2558,yes,no,0,36,1,6
1182,yes,4,40.41667,2.448,0.2090833,426.4467,yes,no,1,41,1,12
1183,no,2,48.25,6.8,0.000176471,0.0,yes,yes,1,56,0,20
1184,no,0,35.83333,4.5,0.000266667,0.0,yes,no,6,6,0,0
1185,yes,0,49.66667,4.96,0.1054817,435.9908,yes,no,4,168,1,7
1186,yes,0,34.66667,5.0,0.0140793999999999,58.080830000000006,yes,no,4,6,1,0
1187,yes,0,34.91667,2.1,0.05904476,103.3283,no,no,2,49,1,4
1188,yes,0,47.33333,10.4,0.2309477,2001.547,yes,no,2,9,0,0
1189,no,0,19.5,1.56,0.000769231,0.0,yes,no,0,46,0,3
1190,no,9,30.33333,2.3,0.000521739,0.0,no,yes,3,15,1,9
1191,no,0,40.0,4.9875,0.000240602,0.0,yes,no,2,32,1,16
1192,no,6,35.25,5.6335,0.000213011,0.0,yes,no,3,18,0,10
1193,no,0,23.75,1.672,0.000717703,0.0,no,no,0,27,1,0
1194,yes,0,0.75,1.6,0.1541905999999999,205.2542,no,no,0,1,1,9
1195,yes,0,24.83333,1.51,0.205298,258.1667,yes,no,0,30,1,2
1196,yes,0,38.75,2.8463,0.007026666,15.833329999999998,yes,no,1,120,1,16
1197,yes,0,24.91667,2.3,0.08519435,163.0392,no,no,0,26,1,7
1198,yes,0,25.33333,3.0,0.1900073,475.0183,no,no,0,10,0,0
1199,yes,1,23.25,2.2,0.2345391,429.905,yes,no,0,228,0,9
1200,yes,0,49.83333,0.21,0.2718571,47.24166,yes,no,2,42,1,1
1201,yes,0,37.08333,2.8,0.1699286,396.5,no,no,0,36,1,23
1202,no,0,20.16667,1.8,0.000666667,0.0,no,no,0,4,0,1
1203,no,2,24.58333,2.2,0.000545455,0.0,no,no,0,6,1,8
1204,yes,1,28.5,3.0,0.029469,73.1725,no,no,0,51,1,5
1205,yes,0,45.58333,2.4,0.01216667,23.58333,yes,no,2,122,1,11
1206,no,0,20.58333,1.2,0.001,0.0,no,yes,1,24,1,0
1207,yes,0,54.25,6.8,0.1005738,569.9183,no,no,0,24,1,15
1208,yes,0,24.58333,1.5,0.01972267,24.07,no,no,0,28,1,5
1209,yes,0,31.91667,2.7,0.1151311,258.8783,no,no,0,19,1,0
1210,yes,1,43.75,3.5,0.1329033999999999,387.2183,yes,no,3,180,0,19
1211,no,0,31.91667,2.1,0.000571429,0.0,no,no,2,60,1,2
1212,yes,0,22.83333,2.5,0.4028644,839.3008,no,no,0,4,1,1
1213,yes,0,28.08333,5.47,0.02919232,133.0683,yes,no,3,18,1,0
1214,no,0,27.58333,2.35,0.000510638,0.0,no,no,3,6,1,0
1215,yes,0,22.08333,1.65,0.04985151,68.54583000000001,no,no,0,36,1,3
1216,yes,0,34.16667,9.2,0.08662446,664.1208,yes,no,5,81,1,7
1217,yes,1,54.66667,7.29,0.1065361,647.2067,yes,no,2,78,1,9
1218,yes,0,32.91667,2.72,0.1776717,402.7225,no,no,1,6,1,8
1219,yes,0,40.0,3.624,0.01570033,47.08167,yes,no,3,124,1,19
1220,yes,0,26.0,5.3,0.05482528,242.145,yes,no,1,24,1,20
1221,yes,0,55.25,4.9,0.06697714,273.49,yes,no,2,96,1,17
1222,yes,0,32.25,3.6208,0.04983705,150.2917,yes,no,3,97,1,13
1223,yes,0,38.91667,2.136,0.05966339,106.2008,no,no,1,66,1,14
1224,yes,0,28.41667,2.5,0.193378,402.7875,yes,no,0,18,1,7
1225,no,0,39.58333,0.49,0.00244898,0.0,yes,no,2,100,1,0
1226,yes,1,55.58333,4.3,0.03501814,125.4817,yes,no,0,6,1,31
1227,yes,0,42.0,6.3,0.04065079,213.0,yes,no,4,72,1,20
1228,yes,0,21.16667,2.4,0.1008328999999999,201.5825,no,no,0,2,1,5
1229,yes,0,33.08333,2.8,0.03015786,70.285,yes,no,1,72,1,20
1230,yes,0,37.75,5.0,0.0452946,188.7275,yes,no,4,36,1,25
1231,yes,0,28.41667,2.8,0.01421429,32.66667,no,no,0,27,1,19
1232,yes,0,31.08333,2.8,0.08684428,202.47,yes,no,3,15,1,17
1233,yes,0,30.5,2.65,0.03147661,69.4275,no,no,3,36,1,9
1234,no,0,25.25,1.6,0.00075,0.0,no,no,0,12,1,0
1235,no,4,46.91667,2.1,0.000571429,0.0,no,no,0,25,0,3
1236,no,0,36.16667,2.408,0.000498339,0.0,no,no,4,14,1,0
1237,no,1,52.75,3.1,0.000387097,0.0,yes,no,2,75,1,9
1238,yes,0,34.16667,2.616,0.03886773,84.73167,no,no,2,3,1,12
1239,no,0,53.0,11.0,0.000109091,0.0,yes,yes,0,429,1,0
1240,yes,0,22.33333,1.8,0.05342556,80.055,no,no,0,48,0,1
1241,yes,0,30.0,2.5,0.0210495999999999,43.43667,yes,no,3,50,1,14
1242,yes,0,25.16667,1.8,0.09530056,142.9508,no,no,0,24,0,4
1243,no,0,21.08333,2.7268,0.000440076,0.0,no,no,1,18,1,0
1244,no,0,22.91667,2.05,0.000585366,0.0,no,no,0,42,0,4
1245,yes,0,40.66667,5.05,0.02842812,119.3017,yes,no,0,128,1,10
1246,no,2,33.83333,3.8,0.00031579,0.0,yes,no,0,153,1,11
1247,no,1,35.16667,4.288,0.000279851,0.0,yes,no,3,24,0,13
1248,yes,0,28.83333,3.6,0.04339778,130.0267,yes,yes,0,56,1,10
1249,yes,0,30.75,4.3,0.1346951,482.6575,yes,no,4,16,1,7
1250,no,0,41.33333,4.44,0.00027027,0.0,yes,no,2,98,1,3
1251,yes,0,38.5,2.6,0.3961604,858.3475,no,no,0,33,1,16
1252,no,1,33.75,4.1,0.000292683,0.0,yes,no,2,22,1,15
1253,no,0,29.08333,2.86,0.00041958,0.0,no,no,0,38,1,0
1254,yes,0,27.08333,2.4,0.01679833,33.01333,no,no,0,56,1,1
1255,yes,0,23.25,1.8,0.03098167,46.05584,no,no,1,4,0,0
1256,yes,0,33.83333,1.8,0.1132511,169.8767,no,no,0,4,1,8
1257,yes,0,38.16667,5.1,0.02130902,90.06333000000001,no,no,0,60,1,7
1258,yes,0,35.58333,3.5606,0.1090841,323.5875,no,no,0,12,1,0
1259,yes,0,30.41667,4.15,0.1505325,520.3417,no,no,1,16,1,4
1260,no,0,31.58333,2.0237,0.000592973,0.0,no,no,0,14,1,3
1261,yes,0,23.0,1.8,0.111475,167.2125,no,no,0,6,1,0
1262,yes,1,25.25,2.9,0.08686655,209.8442,no,no,0,276,1,6
1263,no,6,35.58333,4.0,0.0003,0.0,no,no,0,29,0,5
1264,yes,0,28.66667,2.95,0.09361254,229.7975,no,no,0,26,1,4
1265,no,0,37.0,3.2,0.000375,0.0,no,no,0,14,1,0
1266,yes,0,41.08333,4.5,0.1431333,536.25,yes,no,2,6,1,10
1267,no,6,37.41667,7.0,0.000171429,0.0,yes,no,4,120,1,10
1268,no,0,19.41667,2.2,0.000545455,0.0,no,no,0,6,1,0
1269,yes,0,22.33333,2.8,0.08228679,191.8358,no,no,0,4,1,0
1270,yes,0,29.08333,2.2,0.000545455,0.0,no,no,0,9,1,0
1271,yes,0,26.75,5.77,0.07547747,362.7542,yes,no,1,13,1,11
1272,yes,0,43.08333,2.4317,0.08052638,163.18,no,no,2,18,1,28
1273,yes,0,37.33333,7.0,0.03023229,176.2717,yes,no,2,14,1,17
1274,yes,0,26.75,2.15,0.03427907,61.33333,no,no,0,10,0,4
1275,yes,0,42.16667,5.2,0.01342865,57.440830000000005,yes,no,3,29,1,9
1276,yes,0,28.16667,4.7,0.2421564,948.3625,yes,no,0,6,1,19
1277,yes,0,26.08333,2.5,0.0637624,132.5883,yes,no,0,14,1,13
1278,yes,0,48.25,5.0,0.0219424,91.17667,no,no,3,7,1,0
1279,yes,0,27.83333,3.5,0.05023229,146.4275,yes,no,2,17,1,11
1280,yes,0,26.33333,2.45,0.05493143,111.8183,no,no,0,6,1,11
1281,no,0,21.08333,9.9999,0.000120001,0.0,no,no,2,8,0,0
1282,yes,0,30.58333,3.2,0.1486019,396.2717,yes,no,2,12,0,7
1283,yes,0,27.83333,3.54,0.006866666,19.59,no,no,2,3,1,0
1284,yes,0,49.16667,3.1144,0.008495376,21.465,yes,no,1,154,0,6
1285,no,2,35.0,2.25,0.000533333,0.0,no,no,1,84,1,3
1286,yes,1,48.66667,6.0,0.1770172,885.0858,yes,no,3,114,1,19
1287,no,11,24.58333,1.68,0.000714286,0.0,no,no,2,2,1,8
1288,yes,0,29.58333,2.4,0.0152699999999999,29.956670000000003,no,no,1,18,1,8
1289,yes,0,41.41667,3.2,0.01023563,26.87833,no,no,1,16,1,2
1290,yes,0,40.91667,6.0,0.07896433,394.5717,yes,no,0,42,1,5
1291,yes,0,22.0,1.75,0.6214691,906.3092,no,no,0,2,1,0
1292,no,0,36.0,4.5,0.000266667,0.0,yes,no,2,228,1,0
1293,yes,0,39.58333,2.5,0.1922148,400.4475,no,no,0,12,1,4
1294,yes,0,31.58333,2.55,0.1429055,303.6742,no,no,1,60,1,7
1295,yes,0,33.08333,3.26,0.05273589,143.0158,no,no,0,37,1,18
1296,yes,1,22.83333,3.6,0.04884167,146.4417,no,no,0,30,1,20
1297,no,0,35.41667,2.78,0.000431655,0.0,no,no,0,6,1,0
1298,yes,0,58.08333,4.4,0.02659568,97.18417,yes,yes,1,132,1,12
1299,yes,0,38.75,3.2,0.01478031,38.9975,yes,no,2,24,1,19
1300,no,0,27.41667,1.6,0.00075,0.0,yes,no,1,30,0,0
1301,no,0,23.91667,1.636,0.000733496,0.0,no,no,1,13,1,0
1302,yes,0,30.08333,2.7,0.01248148,27.41667,no,no,2,1,1,8
1303,yes,0,34.08333,3.5,0.06167429,179.7167,yes,no,0,24,0,10
1304,yes,1,39.08333,3.4224,0.02909975,82.65916,yes,no,0,41,1,12
1305,yes,0,38.41667,6.5,0.02921738,157.8442,yes,no,3,60,1,9
1306,yes,0,20.5,2.0,0.038431,63.55167,no,no,0,111,1,6
1307,yes,0,35.58333,3.58,0.0519919,154.8592,yes,no,2,123,1,7
1308,yes,0,25.91667,2.5,0.02125,44.02083,no,no,0,25,1,10
1309,yes,1,40.16667,2.0,0.2548275,424.6292,yes,no,1,121,1,10
1310,yes,0,30.58333,2.512,0.002627389,4.5833330000000005,no,yes,3,36,0,4
1311,no,0,39.33333,2.3004,0.000521648,0.0,no,yes,0,46,1,3
1312,no,0,22.58333,3.86,0.000310881,0.0,no,no,1,36,0,4
1313,no,1,30.33333,2.18,0.000550459,0.0,no,yes,0,13,1,1
1314,yes,0,33.58333,4.566,0.002146299,7.333333,yes,no,0,94,1,19
1315,no,5,23.91667,3.192,0.00037594,0.0,no,no,3,12,1,5
1316,yes,0,40.58333,4.6,0.02651261,101.2983,yes,no,2,1,1,2
1317,yes,0,32.83333,3.7,0.008998919,26.99667,no,yes,0,60,1,7
1318,yes,0,48.25,3.7,0.1116186,344.1575,yes,no,2,2,1,0
